word,popularity
herpesvirus,negative
hesitant,negative
hesitation,negative
hestitant,negative
heyday,positive
hidden,negative
hideous,negative
hideously,negative
hideousness,negative
highest,negative
highest,positive
highlight,positive
high-priced,negative
high-quality,positive
high-spirited,positive
hilarious,positive
hilariously,positive
hilariousness,positive
hilarity,positive
hiliarious,negative
hinder,negative
hindering,negative
hindrance,negative
hippie,negative
hire,positive
hiss,negative
hissed,negative
hissing,negative
historic,positive
hit,negative
hitherto,negative
hive,negative
hoard,negative
hoarse,negative
hoary,negative
hoax,negative
hobble,negative
hobby,positive
hobo,negative
hog,negative
hogs,negative
ho-hum,negative
hole,negative
holiday,positive
holiness,positive
hollow,negative
holocaust,negative
holy,positive
homage,positive
homeless,negative
homesick,negative
homicidal,negative
homicide,negative
homology,positive
homosexuality,negative
honest,positive
honestly,positive
honesty,positive
honey,positive
honeymoon,positive
honor,positive
honorable,positive
honored,positive
honoring,positive
hood,negative
hoodium,negative
hoodwink,negative
hooked,negative
hooligan,negative
hooray,positive
hoot,negative
hope,positive
hopeful,positive
hopefully,positive
hopefulness,positive
hopeless,negative
hopelessly,negative
hopelessness,negative
hopes,positive
horde,negative
horizon,positive
horrendous,negative
horrendously,negative
horrible,negative
horribly,negative
horrid,negative
horrific,negative
horrifically,negative
horrified,negative
horrifies,negative
horrify,negative
horrifying,negative
horrifyingly,negative
horrifys,negative
horror,negative
horrors,negative
hospitable,positive
hospitality,positive
hostage,negative
hostile,negative
hostilities,negative
hostility,negative
hot,positive
hotbeds,negative
hotcake,positive
hotcakes,positive
hothead,negative
hotheaded,negative
hothouse,negative
hottest,positive
household,positive
housekeeping,positive
howl,negative
hubris,negative
huckster,negative
huff,negative
hug,positive
hum,negative
humane,positive
humanists,positive
humanitarian,positive
humanity,positive
humankind,positive
humble,negative
humble,positive
humbled,positive
humbling,negative
humbly,positive
humbug,negative
humid,negative
humiliate,negative
humiliating,negative
humiliation,negative
humility,positive
humming,negative
humor,positive
humorist,positive
humorous,positive
humorously,positive
humour,positive
humourous,positive
hunch,negative
hung,negative
hungry,negative
hunter,negative
hunting,negative
hurrah,positive
hurricane,negative
hurried,negative
hurt,negative
hurted,negative
hurtful,negative
hurting,negative
hurts,negative
husbandry,positive
hush,positive
hustler,negative
hut,positive
hydra,negative
hydrocephalus,negative
hygienic,positive
hymn,positive
hype,negative
hyperbole,negative
hypocricy,negative
hypocrisy,negative
hypocrite,negative
hypocrites,negative
hypocritical,negative
hypocritically,negative
hysteria,negative
hysteric,negative
hysterical,negative
hysterically,negative
hysterics,negative
icy,negative
ideal,positive
idealism,positive
idealist,positive
idealize,positive
ideally,positive
idiocies,negative
idiocy,negative
idiot,negative
idiotic,negative
idiotically,negative
idiots,negative
idle,negative
idler,negative
idol,positive
idolatry,negative
idolize,positive
idolized,positive
idyllic,positive
ignoble,negative
ignominious,negative
ignominiously,negative
ignominy,negative
ignorance,negative
ignorant,negative
ignore,negative
ill,negative
ill-advised,negative
ill-conceived,negative
ill-defined,negative
ill-designed,negative
illegal,negative
illegality,negative
illegally,negative
illegible,negative
illegitimate,negative
ill-fated,negative
ill-favored,negative
ill-formed,negative
illicit,negative
illiquid,negative
illiterate,negative
ill-mannered,negative
ill-natured,negative
illness,negative
illogic,negative
illogical,negative
illogically,negative
ill-sorted,negative
ill-tempered,negative
ill-treated,negative
ill-treatment,negative
illuminate,positive
illuminati,positive
illuminating,positive
illumination,positive
illumine,positive
ill-usage,negative
ill-used,negative
illusion,negative
illusions,negative
illusory,negative
illustrate,positive
illustrious,positive
ilu,positive
imaculate,positive
imaginary,negative
imaginative,positive
imbalance,negative
imbecile,negative
imbroglio,negative
imitated,negative
imitation,negative
immaculate,positive
immaculately,positive
immaterial,negative
immature,negative
immaturity,negative
immediately,negative
immediately,positive
immense,positive
immerse,positive
imminence,negative
imminent,negative
imminently,negative
immobilized,negative
immoderate,negative
immoderately,negative
immodest,negative
immoral,negative
immorality,negative
immorally,negative
immortal,positive
immovable,negative
immovable,positive
impair,negative
impaired,negative
impairment,negative
impart,positive
impartial,positive
impartiality,positive
impartially,positive
impassable,negative
impasse,negative
impassioned,positive
impatience,negative
impatient,negative
impatiently,negative
impeach,negative
impeachment,negative
impeccable,positive
impeccably,positive
impedance,negative
impede,negative
impediment,negative
impending,negative
impenitent,negative
imperfect,negative
imperfection,negative
imperfections,negative
imperfectly,negative
imperial,positive
imperialist,negative
imperil,negative
imperious,negative
imperiously,negative
impermissible,negative
impersonal,negative
impersonate,negative
impersonation,negative
impertinent,negative
imperturbable,positive
impervious,positive
impetuous,negative
impetuously,negative
impetus,positive
impiety,negative
impinge,negative
impious,negative
implacable,negative
implausible,negative
implausibly,negative
implicate,negative
implication,negative
implode,negative
impolite,negative
impolitely,negative
impolitic,negative
importance,positive
important,positive
importantly,positive
importunate,negative
importune,negative
impose,negative
imposers,negative
imposing,negative
imposition,negative
impossible,negative
impossiblity,negative
impossibly,negative
impotence,negative
impotent,negative
impound,negative
impoverish,negative
impoverished,negative
impracticable,negative
impractical,negative
imprecate,negative
imprecise,negative
imprecisely,negative
imprecision,negative
impregnable,positive
impress,positive
impressed,positive
impresses,positive
impression,positive
impressions,positive
impressive,positive
impressively,positive
impressiveness,positive
imprison,negative
imprisoned,negative
imprisonment,negative
improbability,negative
improbable,negative
improbably,negative
improper,negative
improperly,negative
impropriety,negative
improve,positive
improved,positive
improvement,positive
improvements,positive
improves,positive
improving,positive
improvise,positive
imprudence,negative
imprudent,negative
impudence,negative
impudent,negative
impudently,negative
impugn,negative
impulsive,negative
impulsively,negative
impunity,negative
impure,negative
impurity,negative
imputation,negative
inability,negative
inaccessible,negative
inaccuracies,negative
inaccuracy,negative
inaccurate,negative
inaccurately,negative
inaction,negative
inactive,negative
inactivity,negative
inadequacy,negative
inadequate,negative
inadequately,negative
inadmissible,negative
inadverent,negative
inadverently,negative
inadvisable,negative
inadvisably,negative
inalienable,positive
inane,negative
inanely,negative
inapplicable,negative
inappropriate,negative
inappropriately,negative
inapt,negative
inaptitude,negative
inarticulate,negative
inattention,negative
inattentive,negative
inaudible,negative
inauguration,positive
incalculable,negative
incapable,negative
incapably,negative
incapacity,negative
incarceration,negative
incase,negative
incautious,negative
incendiary,negative
incense,negative
incessant,negative
incessantly,negative
incest,negative
incestuous,negative
incineration,negative
incisive,positive
incisively,positive
incisiveness,positive
incite,negative
incitement,negative
incivility,negative
inclement,negative
inclination,positive
inclinations,positive
inclined,positive
include,positive
included,positive
including,positive
inclusive,positive
incognizant,negative
incoherence,negative
incoherent,negative
incoherently,negative
income,negative
income,positive
incommensurate,negative
incomparable,negative
incomparably,negative
incompatability,negative
incompatibility,negative
incompatible,negative
incompetence,negative
incompetent,negative
incompetently,negative
incomplete,negative
incompleteness,negative
incompliant,negative
incomprehensible,negative
incomprehension,negative
inconceivable,negative
inconceivably,negative
inconclusive,negative
incongruous,negative
incongruously,negative
inconsequent,negative
inconsequential,negative
inconsequentially,negative
inconsequently,negative
inconsiderate,negative
inconsiderately,negative
inconsistence,negative
inconsistencies,negative
inconsistency,negative
inconsistent,negative
inconsolable,negative
inconsolably,negative
inconstant,negative
incontestable,positive
incontrovertible,positive
inconvenience,negative
inconvenient,negative
inconveniently,negative
incorrect,negative
incorrectly,negative
incorrigible,negative
incorrigibly,negative
incorruptible,positive
increase,positive
incredible,positive
incredibly,positive
incredulous,negative
incredulously,negative
incrimination,negative
incubus,negative
inculcate,negative
incur,negative
incurable,negative
incursion,negative
indebted,positive
indecency,negative
indecent,negative
indecently,negative
indecision,negative
indecisive,negative
indecisively,negative
indecorum,negative
indefatigable,positive
indefensible,negative
indefinite,negative
indefinitely,negative
indelible,positive
indelibly,positive
indelicate,negative
indemnify,negative
indemnity,positive
indenture,negative
independence,positive
independent,positive
indescribable,positive
indescribably,positive
indestructible,positive
indeterminable,negative
indeterminably,negative
indeterminate,negative
indict,negative
indictment,negative
indifference,negative
indifferent,negative
indigent,negative
indignant,negative
indignantly,negative
indignation,negative
indignity,negative
indiscernible,negative
indiscreet,negative
indiscreetly,negative
indiscretion,negative
indiscriminate,negative
indiscriminately,negative
indiscriminating,negative
indispensability,positive
indispensable,positive
indisposed,negative
indisputable,positive
indistinct,negative
indistinctive,negative
indistinguishable,negative
individuality,positive
individualized,positive
